"shard","parent_id","s3_prefix","neighborhood","city","region","country","country_code","destination","lat","lng","anchor_hint","why_fit"
"15","neighborhoods/ve-caracas/las-mercedes","images/Neighborhood_POIs/ve-caracas/las-mercedes/","Las Mercedes","Caracas","","Venezuela","VE","Las Mercedes, Caracas, Venezuela","10.482008","-66.8613349","Las Mercedes Plaza","Upscale dining and nightlife"
"16","neighborhoods/ve-caracas/los-palos-grandes","images/Neighborhood_POIs/ve-caracas/los-palos-grandes/","Los Palos Grandes","Caracas","","Venezuela","VE","Los Palos Grandes, Caracas, Venezuela","10.5000432","-66.8440254","Los Palos Grandes Park","Trendy walkable cafe district"
"17","neighborhoods/ve-carora/city-centre","images/Neighborhood_POIs/ve-carora/city-centre/","City Centre","Carora","","Venezuela","VE","City Centre, Carora, Venezuela","10.17283","-70.081","Carora city center","Central urban district (auto-added, pop >=100k)"
"18","neighborhoods/ve-carupano/city-centre","images/Neighborhood_POIs/ve-carupano/city-centre/","City Centre","Carúpano","","Venezuela","VE","City Centre, Carúpano, Venezuela","10.66516","-63.25387","Carúpano city center","Central urban district (auto-added, pop >=100k)"
"19","neighborhoods/ve-catia-la-mar/city-centre","images/Neighborhood_POIs/ve-catia-la-mar/city-centre/","City Centre","Catia La Mar","","Venezuela","VE","City Centre, Catia La Mar, Venezuela","10.60545","-67.03238","Catia La Mar city center","Central urban district (auto-added, pop >=100k)"
"00","neighborhoods/ve-charallave/city-centre","images/Neighborhood_POIs/ve-charallave/city-centre/","City Centre","Charallave","","Venezuela","VE","City Centre, Charallave, Venezuela","10.24247","-66.85723","Charallave city center","Central urban district (auto-added, pop >=100k)"
"01","neighborhoods/ve-ciudad-bolivar/city-centre","images/Neighborhood_POIs/ve-ciudad-bolivar/city-centre/","City Centre","Ciudad Bolívar","","Venezuela","VE","City Centre, Ciudad Bolívar, Venezuela","8.12366","-63.54694","Ciudad Bolívar city center","Central urban district (auto-added, pop >=100k)"
"02","neighborhoods/ve-ciudad-guayana/city-centre","images/Neighborhood_POIs/ve-ciudad-guayana/city-centre/","City Centre","Ciudad Guayana","","Venezuela","VE","City Centre, Ciudad Guayana, Venezuela","8.35122","-62.64102","Ciudad Guayana city center","Central urban district (auto-added, pop >=100k)"
"03","neighborhoods/ve-ciudad-ojeda/city-centre","images/Neighborhood_POIs/ve-ciudad-ojeda/city-centre/","City Centre","Ciudad Ojeda","","Venezuela","VE","City Centre, Ciudad Ojeda, Venezuela","10.20161","-71.3148","Ciudad Ojeda city center","Central urban district (auto-added, pop >=100k)"
"04","neighborhoods/ve-coro/city-centre","images/Neighborhood_POIs/ve-coro/city-centre/","City Centre","Coro","","Venezuela","VE","City Centre, Coro, Venezuela","11.40769","-69.67822","Coro city center","Central urban district (auto-added, pop >=100k)"
"05","neighborhoods/ve-cua/city-centre","images/Neighborhood_POIs/ve-cua/city-centre/","City Centre","Cúa","","Venezuela","VE","City Centre, Cúa, Venezuela","10.16245","-66.88248","Cúa city center","Central urban district (auto-added, pop >=100k)"
"06","neighborhoods/ve-cumana/centro","images/Neighborhood_POIs/ve-cumana/centro/","Centro","Cumaná","","Venezuela","VE","Centro, Cumaná, Venezuela","10.4648764","-64.1746673","Cumaná Cathedral","Historic colonial center"
"07","neighborhoods/ve-el-tigre/city-centre","images/Neighborhood_POIs/ve-el-tigre/city-centre/","City Centre","El Tigre","","Venezuela","VE","City Centre, El Tigre, Venezuela","8.88902","-64.2527","El Tigre city center","Central urban district (auto-added, pop >=100k)"
"08","neighborhoods/ve-el-vigia/city-centre","images/Neighborhood_POIs/ve-el-vigia/city-centre/","City Centre","El Vigía","","Venezuela","VE","City Centre, El Vigía, Venezuela","8.6135","-71.65702","El Vigía city center","Central urban district (auto-added, pop >=100k)"
"09","neighborhoods/ve-guanare/city-centre","images/Neighborhood_POIs/ve-guanare/city-centre/","City Centre","Guanare","","Venezuela","VE","City Centre, Guanare, Venezuela","9.03934","-69.73364","Guanare city center","Central urban district (auto-added, pop >=100k)"
"10","neighborhoods/ve-guarenas/city-centre","images/Neighborhood_POIs/ve-guarenas/city-centre/","City Centre","Guarenas","","Venezuela","VE","City Centre, Guarenas, Venezuela","10.47027","-66.61934","Guarenas city center","Central urban district (auto-added, pop >=100k)"
"11","neighborhoods/ve-guatire/city-centre","images/Neighborhood_POIs/ve-guatire/city-centre/","City Centre","Guatire","","Venezuela","VE","City Centre, Guatire, Venezuela","10.474","-66.54241","Guatire city center","Central urban district (auto-added, pop >=100k)"
"12","neighborhoods/ve-la-concepcion/city-centre","images/Neighborhood_POIs/ve-la-concepcion/city-centre/","City Centre","La Concepción","","Venezuela","VE","City Centre, La Concepción, Venezuela","10.61919","-71.83814","La Concepción city center","Central urban district (auto-added, pop >=100k)"
"13","neighborhoods/ve-la-victoria/city-centre","images/Neighborhood_POIs/ve-la-victoria/city-centre/","City Centre","La Victoria","","Venezuela","VE","City Centre, La Victoria, Venezuela","10.22677","-67.33122","La Victoria city center","Central urban district (auto-added, pop >=100k)"
"14","neighborhoods/ve-los-teques/centro","images/Neighborhood_POIs/ve-los-teques/centro/","Centro","Los Teques","","Venezuela","VE","Centro, Los Teques, Venezuela","10.3493265","-67.0429254","Plaza Bolívar de Los Teques","central commercial district"
"15","neighborhoods/ve-machiques/city-centre","images/Neighborhood_POIs/ve-machiques/city-centre/","City Centre","Machiques","","Venezuela","VE","City Centre, Machiques, Venezuela","10.06077","-72.55212","Machiques city center","Central urban district (auto-added, pop >=100k)"
"16","neighborhoods/ve-maracaibo/centro","images/Neighborhood_POIs/ve-maracaibo/centro/","Centro","Maracaibo","","Venezuela","VE","Centro, Maracaibo, Venezuela","10.6407697","-71.6093917","Plaza Baralt","Historic downtown core"
"17","neighborhoods/ve-maracaibo/el-milagro","images/Neighborhood_POIs/ve-maracaibo/el-milagro/","El Milagro","Maracaibo","","Venezuela","VE","El Milagro, Maracaibo, Venezuela","10.6423364","-71.604269","El Milagro Waterfront","Upscale waterfront central area"
"18","neighborhoods/ve-maracay/centro","images/Neighborhood_POIs/ve-maracay/centro/","Centro","Maracay","","Venezuela","VE","Centro, Maracay, Venezuela","10.2494183","-67.5932574","Plaza Bolívar","Central business district"
"19","neighborhoods/ve-maracay/la-soledad","images/Neighborhood_POIs/ve-maracay/la-soledad/","La Soledad","Maracay","","Venezuela","VE","La Soledad, Maracay, Venezuela","10.2607662","-67.5919431","La Soledad Park","Upscale residential district"
"00","neighborhoods/ve-maturin/centro","images/Neighborhood_POIs/ve-maturin/centro/","Centro","Maturín","","Venezuela","VE","Centro, Maturín, Venezuela","9.7477566","-63.1819013","Plaza Bolívar","Central downtown commercial core"
"01","neighborhoods/ve-merida/avenida-las-americas","images/Neighborhood_POIs/ve-merida/avenida-las-americas/","Avenida Las Américas","Mérida","","Venezuela","VE","Avenida Las Américas, Mérida, Venezuela","8.5787861","-71.1793906","Plaza Las Américas","Commercial, dining corridor"
"02","neighborhoods/ve-merida/centro","images/Neighborhood_POIs/ve-merida/centro/","Centro","Mérida","","Venezuela","VE","Centro, Mérida, Venezuela","8.5974826","-71.1443124","Plaza Bolívar de Mérida","Historic center, university, walkable"
"03","neighborhoods/ve-petare/casco-historico","images/Neighborhood_POIs/ve-petare/casco-historico/","Casco Histórico","Petare","","Venezuela","VE","Casco Histórico, Petare, Venezuela","10.477033","-66.8085486","Petare Church","Historic colonial center"
"04","neighborhoods/ve-porlamar/city-centre","images/Neighborhood_POIs/ve-porlamar/city-centre/","City Centre","Porlamar","","Venezuela","VE","City Centre, Porlamar, Venezuela","10.95771","-63.86971","Porlamar city center","Central urban district (auto-added, pop >=100k)"
"05","neighborhoods/ve-puerto-ayacucho/city-centre","images/Neighborhood_POIs/ve-puerto-ayacucho/city-centre/","City Centre","Puerto Ayacucho","","Venezuela","VE","City Centre, Puerto Ayacucho, Venezuela","5.66049","-67.58343","Puerto Ayacucho city center","Central urban district (auto-added, pop >=100k)"
"06","neighborhoods/ve-puerto-cabello/city-centre","images/Neighborhood_POIs/ve-puerto-cabello/city-centre/","City Centre","Puerto Cabello","","Venezuela","VE","City Centre, Puerto Cabello, Venezuela","10.47306","-68.0125","Puerto Cabello city center","Central urban district (auto-added, pop >=100k)"
"07","neighborhoods/ve-puerto-la-cruz/lecheria","images/Neighborhood_POIs/ve-puerto-la-cruz/lecheria/","Lechería","Puerto La Cruz","","Venezuela","VE","Lechería, Puerto La Cruz, Venezuela","10.1846096","-64.683308","Lechería Marina","Upscale marina district nearby"
"08","neighborhoods/ve-puerto-la-cruz/paseo-colon","images/Neighborhood_POIs/ve-puerto-la-cruz/paseo-colon/","Paseo Colón","Puerto La Cruz","","Venezuela","VE","Paseo Colón, Puerto La Cruz, Venezuela","10.2127661","-64.6467841","Paseo Colón Boardwalk","Waterfront dining and tourism"
"09","neighborhoods/ve-punta-cardon/city-centre","images/Neighborhood_POIs/ve-punta-cardon/city-centre/","City Centre","Punta Cardón","","Venezuela","VE","City Centre, Punta Cardón, Venezuela","11.65806","-70.215","Punta Cardón city center","Central urban district (auto-added, pop >=100k)"
"10","neighborhoods/ve-punto-fijo/city-centre","images/Neighborhood_POIs/ve-punto-fijo/city-centre/","City Centre","Punto Fijo","","Venezuela","VE","City Centre, Punto Fijo, Venezuela","11.69152","-70.19918","Punto Fijo city center","Central urban district (auto-added, pop >=100k)"
"11","neighborhoods/ve-san-carlos/city-centre","images/Neighborhood_POIs/ve-san-carlos/city-centre/","City Centre","San Carlos","","Venezuela","VE","City Centre, San Carlos, Venezuela","9.66415","-68.58659","San Carlos city center","Central urban district (auto-added, pop >=100k)"
"12","neighborhoods/ve-san-carlos-del-zulia/city-centre","images/Neighborhood_POIs/ve-san-carlos-del-zulia/city-centre/","City Centre","San Carlos del Zulia","","Venezuela","VE","City Centre, San Carlos del Zulia, Venezuela","9.00098","-71.92683","San Carlos del Zulia city center","Central urban district (auto-added, pop >=100k)"
"13","neighborhoods/ve-san-cristobal/centro","images/Neighborhood_POIs/ve-san-cristobal/centro/","Centro","San Cristóbal","","Venezuela","VE","Centro, San Cristóbal, Venezuela","7.7681343","-72.2321226","Plaza Bolívar de San Cristóbal","central commercial district"
"14","neighborhoods/ve-san-felipe/city-centre","images/Neighborhood_POIs/ve-san-felipe/city-centre/","City Centre","San Felipe","","Venezuela","VE","City Centre, San Felipe, Venezuela","10.3401","-68.74297","San Felipe city center","Central urban district (auto-added, pop >=100k)"
"15","neighborhoods/ve-san-fernando-de-apure/city-centre","images/Neighborhood_POIs/ve-san-fernando-de-apure/city-centre/","City Centre","San Fernando de Apure","","Venezuela","VE","City Centre, San Fernando de Apure, Venezuela","7.88963","-67.47181","San Fernando de Apure city center","Central urban district (auto-added, pop >=100k)"
"16","neighborhoods/ve-san-juan-de-los-morros/city-centre","images/Neighborhood_POIs/ve-san-juan-de-los-morros/city-centre/","City Centre","San Juan de los Morros","","Venezuela","VE","City Centre, San Juan de los Morros, Venezuela","9.91246","-67.35398","San Juan de los Morros city center","Central urban district (auto-added, pop >=100k)"
"17","neighborhoods/ve-santa-teresa-del-tuy/centro","images/Neighborhood_POIs/ve-santa-teresa-del-tuy/centro/","Centro","Santa Teresa del Tuy","","Venezuela","VE","Centro, Santa Teresa del Tuy, Venezuela","10.2337973","-66.6643947","Plaza Bolívar de Santa Teresa del Tuy","central commercial core"
"18","neighborhoods/ve-tinaquillo/city-centre","images/Neighborhood_POIs/ve-tinaquillo/city-centre/","City Centre","Tinaquillo","","Venezuela","VE","City Centre, Tinaquillo, Venezuela","9.91861","-68.30472","Tinaquillo city center","Central urban district (auto-added, pop >=100k)"
"19","neighborhoods/ve-upata/city-centre","images/Neighborhood_POIs/ve-upata/city-centre/","City Centre","Upata","","Venezuela","VE","City Centre, Upata, Venezuela","8.0162","-62.40561","Upata city center","Central urban district (auto-added, pop >=100k)"
"00","neighborhoods/ve-valencia/centro","images/Neighborhood_POIs/ve-valencia/centro/","Centro","Valencia","","Venezuela","VE","Centro, Valencia, Venezuela","10.1827963","-68.0032743","Plaza Bolívar","Historic downtown core"
"01","neighborhoods/ve-valencia/san-jose","images/Neighborhood_POIs/ve-valencia/san-jose/","San José","Valencia","","Venezuela","VE","San José, Valencia, Venezuela","10.1908005","-68.005707","San José Church","Central upscale residential"
"02","neighborhoods/ve-valera/city-centre","images/Neighborhood_POIs/ve-valera/city-centre/","City Centre","Valera","","Venezuela","VE","City Centre, Valera, Venezuela","9.31778","-70.60361","Valera city center","Central urban district (auto-added, pop >=100k)"
"03","neighborhoods/ve-valle-de-la-pascua/city-centre","images/Neighborhood_POIs/ve-valle-de-la-pascua/city-centre/","City Centre","Valle de La Pascua","","Venezuela","VE","City Centre, Valle de La Pascua, Venezuela","9.21554","-66.00734","Valle de La Pascua city center","Central urban district (auto-added, pop >=100k)"
"04","neighborhoods/vn-a-lat/city-center","images/Neighborhood_POIs/vn-a-lat/city-center/","City Center","Ðà Lạt","","Vietnam","VN","City Center, Ðà Lạt, Vietnam","11.9416174","108.4544647","Đà Lạt Railway Station","central tourism cafe hub"
"05","neighborhoods/vn-an-nhon/town-centre","images/Neighborhood_POIs/vn-an-nhon/town-centre/","Town Centre","An Nhơn","","Vietnam","VN","Town Centre, An Nhơn, Vietnam","13.8909388","109.1109417","An Nhơn Central Market","Central commercial core"
"06","neighborhoods/vn-ba-on/city-centre","images/Neighborhood_POIs/vn-ba-on/city-centre/","City Centre","Ba Đồn","","Vietnam","VN","City Centre, Ba Đồn, Vietnam","17.75353","106.42355","Ba Đồn city center","Central urban district (auto-added, pop >=100k)"
"07","neighborhoods/vn-ba-vi/city-centre","images/Neighborhood_POIs/vn-ba-vi/city-centre/","City Centre","Ba Vì","","Vietnam","VN","City Centre, Ba Vì, Vietnam","21.08333","105.38333","Ba Vì city center","Central urban district (auto-added, pop >=100k)"
"08","neighborhoods/vn-bac-giang/city-center","images/Neighborhood_POIs/vn-bac-giang/city-center/","City Center","Bắc Giang","","Vietnam","VN","City Center, Bắc Giang, Vietnam","21.2772729","106.1939553","Bắc Giang Provincial Museum","central administrative and commercial area"
"09","neighborhoods/vn-bac-lieu/city-centre","images/Neighborhood_POIs/vn-bac-lieu/city-centre/","City Centre","Bạc Liêu","","Vietnam","VN","City Centre, Bạc Liêu, Vietnam","9.29414","105.72776","Bạc Liêu city center","Central urban district (auto-added, pop >=100k)"
"10","neighborhoods/vn-bac-ninh/central","images/Neighborhood_POIs/vn-bac-ninh/central/","Central","Bắc Ninh","","Vietnam","VN","Central, Bắc Ninh, Vietnam","21.1841811","106.0747909","Bắc Ninh Museum","city center district"
"11","neighborhoods/vn-bac-quang/city-centre","images/Neighborhood_POIs/vn-bac-quang/city-centre/","City Centre","Bắc Quang","","Vietnam","VN","City Centre, Bắc Quang, Vietnam","22.48333","104.86667","Bắc Quang city center","Central urban district (auto-added, pop >=100k)"
"12","neighborhoods/vn-bao-loc/city-centre","images/Neighborhood_POIs/vn-bao-loc/city-centre/","City Centre","Bảo Lộc","","Vietnam","VN","City Centre, Bảo Lộc, Vietnam","11.54798","107.80772","Bảo Lộc city center","Central urban district (auto-added, pop >=100k)"
"13","neighborhoods/vn-ben-cat/town-center","images/Neighborhood_POIs/vn-ben-cat/town-center/","Town Center","Bến Cát","","Vietnam","VN","Town Center, Bến Cát, Vietnam","11.1416894","106.5710945","Bến Cát Town Square","Central commercial area"
"14","neighborhoods/vn-buon-ho/city-centre","images/Neighborhood_POIs/vn-buon-ho/city-centre/","City Centre","Buôn Hồ","","Vietnam","VN","City Centre, Buôn Hồ, Vietnam","12.95226","108.2962","Buôn Hồ city center","Central urban district (auto-added, pop >=100k)"
"15","neighborhoods/vn-buon-ma-thuot/city-center","images/Neighborhood_POIs/vn-buon-ma-thuot/city-center/","City Center","Buôn Ma Thuột","","Vietnam","VN","City Center, Buôn Ma Thuột, Vietnam","12.6799229","108.0424514","Buôn Ma Thuột Central Market","central coffee-trade commercial district"
"16","neighborhoods/vn-ca-mau/city-centre","images/Neighborhood_POIs/vn-ca-mau/city-centre/","City Centre","Cà Mau","","Vietnam","VN","City Centre, Cà Mau, Vietnam","9.17682","105.15242","Cà Mau city center","Central urban district (auto-added, pop >=100k)"
"17","neighborhoods/vn-cai-lay/city-centre","images/Neighborhood_POIs/vn-cai-lay/city-centre/","City Centre","Cai Lậy","","Vietnam","VN","City Centre, Cai Lậy, Vietnam","10.4","106.11667","Cai Lậy city center","Central urban district (auto-added, pop >=100k)"
"18","neighborhoods/vn-cam-pha/city-centre","images/Neighborhood_POIs/vn-cam-pha/city-centre/","City Centre","Cẩm Phả","","Vietnam","VN","City Centre, Cẩm Phả, Vietnam","21.01004","107.27345","Cẩm Phả city center","Central urban district (auto-added, pop >=100k)"
"19","neighborhoods/vn-cam-pha-mines/city-centre","images/Neighborhood_POIs/vn-cam-pha-mines/city-centre/","City Centre","Cẩm Phả Mines","","Vietnam","VN","City Centre, Cẩm Phả Mines, Vietnam","21.01667","107.3","Cẩm Phả Mines city center","Central urban district (auto-added, pop >=100k)"
"00","neighborhoods/vn-cam-ranh/city-centre","images/Neighborhood_POIs/vn-cam-ranh/city-centre/","City Centre","Cam Ranh","","Vietnam","VN","City Centre, Cam Ranh, Vietnam","11.92144","109.15913","Cam Ranh city center","Central urban district (auto-added, pop >=100k)"
"01","neighborhoods/vn-cao-lanh/city-centre","images/Neighborhood_POIs/vn-cao-lanh/city-centre/","City Centre","Cao Lãnh","","Vietnam","VN","City Centre, Cao Lãnh, Vietnam","10.46017","105.63294","Cao Lãnh city center","Central urban district (auto-added, pop >=100k)"
"02","neighborhoods/vn-chi-linh/city-centre","images/Neighborhood_POIs/vn-chi-linh/city-centre/","City Centre","Chí Linh","","Vietnam","VN","City Centre, Chí Linh, Vietnam","21.06667","106.31667","Chí Linh city center","Central urban district (auto-added, pop >=100k)"
"03","neighborhoods/vn-cho-lon/chinatown-core-district-5","images/Neighborhood_POIs/vn-cho-lon/chinatown-core-district-5/","Chinatown Core (District 5)","Chợ Lớn","","Vietnam","VN","Chinatown Core (District 5), Chợ Lớn, Vietnam","10.7493638","106.6510455","Cholon Market","dense historic commercial culture"
"04","neighborhoods/vn-chon-thanh/city-centre","images/Neighborhood_POIs/vn-chon-thanh/city-centre/","City Centre","Chơn Thành","","Vietnam","VN","City Centre, Chơn Thành, Vietnam","11.42821","106.63536","Chơn Thành city center","Central urban district (auto-added, pop >=100k)"
"05","neighborhoods/vn-chu/city-centre","images/Neighborhood_POIs/vn-chu/city-centre/","City Centre","Chũ","","Vietnam","VN","City Centre, Chũ, Vietnam","21.37379","106.56649","Chũ city center","Central urban district (auto-added, pop >=100k)"
"06","neighborhoods/vn-co-o/city-centre","images/Neighborhood_POIs/vn-co-o/city-centre/","City Centre","Cờ Đỏ","","Vietnam","VN","City Centre, Cờ Đỏ, Vietnam","10.09377","105.42916","Cờ Đỏ city center","Central urban district (auto-added, pop >=100k)"
"07","neighborhoods/vn-da-nang/an-thuong","images/Neighborhood_POIs/vn-da-nang/an-thuong/","An Thuong","Da Nang","","Vietnam","VN","An Thuong, Da Nang, Vietnam","16.0502699","108.2477074","An Thuong Street","Expat dining cafe district"
"08","neighborhoods/vn-da-nang/my-khe","images/Neighborhood_POIs/vn-da-nang/my-khe/","My Khe","Da Nang","","Vietnam","VN","My Khe, Da Nang, Vietnam","16.0616944","108.2469346","My Khe Beach","Beachfront tourist dining area"
"09","neighborhoods/vn-di-an/city-center","images/Neighborhood_POIs/vn-di-an/city-center/","City Center","Dĩ An","","Vietnam","VN","City Center, Dĩ An, Vietnam","10.8882712","106.7757858","Dĩ An City Square","Central commercial district"
"10","neighborhoods/vn-gia-rai/city-centre","images/Neighborhood_POIs/vn-gia-rai/city-centre/","City Centre","Giá Rai","","Vietnam","VN","City Centre, Giá Rai, Vietnam","9.23444","105.45833","Giá Rai city center","Central urban district (auto-added, pop >=100k)"
"11","neighborhoods/vn-ha-tien/city-centre","images/Neighborhood_POIs/vn-ha-tien/city-centre/","City Centre","Hà Tiên","","Vietnam","VN","City Centre, Hà Tiên, Vietnam","10.3831","104.48753","Hà Tiên city center","Central urban district (auto-added, pop >=100k)"
"12","neighborhoods/vn-ha-tinh/city-centre","images/Neighborhood_POIs/vn-ha-tinh/city-centre/","City Centre","Hà Tĩnh","","Vietnam","VN","City Centre, Hà Tĩnh, Vietnam","18.34282","105.90569","Hà Tĩnh city center","Central urban district (auto-added, pop >=100k)"
"13","neighborhoods/vn-hai-chau/city-centre","images/Neighborhood_POIs/vn-hai-chau/city-centre/","City Centre","Hải Châu","","Vietnam","VN","City Centre, Hải Châu, Vietnam","15.91667","108.13333","Hải Châu city center","Central urban district (auto-added, pop >=100k)"
"14","neighborhoods/vn-hai-duong/city-centre","images/Neighborhood_POIs/vn-hai-duong/city-centre/","City Centre","Hải Dương","","Vietnam","VN","City Centre, Hải Dương, Vietnam","20.94099","106.33302","Hải Dương city center","Central urban district (auto-added, pop >=100k)"
"15","neighborhoods/vn-haiphong/hong-bang","images/Neighborhood_POIs/vn-haiphong/hong-bang/","Hong Bang","Haiphong","","Vietnam","VN","Hong Bang, Haiphong, Vietnam","20.8573109","106.681815","Hai Phong Opera House","central business historic core"
"16","neighborhoods/vn-hoa-binh/city-centre","images/Neighborhood_POIs/vn-hoa-binh/city-centre/","City Centre","Hòa Bình","","Vietnam","VN","City Centre, Hòa Bình, Vietnam","20.81717","105.33759","Hòa Bình city center","Central urban district (auto-added, pop >=100k)"
"17","neighborhoods/vn-hoa-thanh/city-centre","images/Neighborhood_POIs/vn-hoa-thanh/city-centre/","City Centre","Hòa Thành","","Vietnam","VN","City Centre, Hòa Thành, Vietnam","11.28696","106.12936","Hòa Thành city center","Central urban district (auto-added, pop >=100k)"
"18","neighborhoods/vn-hoang-mai/city-centre","images/Neighborhood_POIs/vn-hoang-mai/city-centre/","City Centre","Hoàng Mai","","Vietnam","VN","City Centre, Hoàng Mai, Vietnam","19.26758","105.71594","Hoàng Mai city center","Central urban district (auto-added, pop >=100k)"
"19","neighborhoods/vn-hong-ngu/city-centre","images/Neighborhood_POIs/vn-hong-ngu/city-centre/","City Centre","Hồng Ngự","","Vietnam","VN","City Centre, Hồng Ngự, Vietnam","10.8","105.35","Hồng Ngự city center","Central urban district (auto-added, pop >=100k)"
"00","neighborhoods/vn-hue/phu-hoi","images/Neighborhood_POIs/vn-hue/phu-hoi/","Phú Hội","Huế","","Vietnam","VN","Phú Hội, Huế, Vietnam","16.4916174","107.5865152","Phu Hoi Market","Central dining hotel district"
"01","neighborhoods/vn-hung-yen/city-centre","images/Neighborhood_POIs/vn-hung-yen/city-centre/","City Centre","Hưng Yên","","Vietnam","VN","City Centre, Hưng Yên, Vietnam","20.64637","106.05112","Hưng Yên city center","Central urban district (auto-added, pop >=100k)"
"02","neighborhoods/vn-huyen-lam-ha/city-centre","images/Neighborhood_POIs/vn-huyen-lam-ha/city-centre/","City Centre","Huyện Lâm Hà","","Vietnam","VN","City Centre, Huyện Lâm Hà, Vietnam","11.81554","108.21444","Huyện Lâm Hà city center","Central urban district (auto-added, pop >=100k)"
"03","neighborhoods/vn-ien-ban/city-centre","images/Neighborhood_POIs/vn-ien-ban/city-centre/","City Centre","Điện Bàn","","Vietnam","VN","City Centre, Điện Bàn, Vietnam","15.88853","108.25447","Điện Bàn city center","Central urban district (auto-added, pop >=100k)"
"04","neighborhoods/vn-kon-tum/city-centre","images/Neighborhood_POIs/vn-kon-tum/city-centre/","City Centre","Kon Tum","","Vietnam","VN","City Centre, Kon Tum, Vietnam","14.35451","108.00759","Kon Tum city center","Central urban district (auto-added, pop >=100k)"
"05","neighborhoods/vn-ky-anh/city-centre","images/Neighborhood_POIs/vn-ky-anh/city-centre/","City Centre","Kỳ Anh","","Vietnam","VN","City Centre, Kỳ Anh, Vietnam","18.06243","106.29832","Kỳ Anh city center","Central urban district (auto-added, pop >=100k)"
"06","neighborhoods/vn-la-gi/city-centre","images/Neighborhood_POIs/vn-la-gi/city-centre/","City Centre","La Gi","","Vietnam","VN","City Centre, La Gi, Vietnam","10.65993","107.77206","La Gi city center","Central urban district (auto-added, pop >=100k)"
"07","neighborhoods/vn-lang-son/city-centre","images/Neighborhood_POIs/vn-lang-son/city-centre/","City Centre","Lạng Sơn","","Vietnam","VN","City Centre, Lạng Sơn, Vietnam","21.85264","106.76101","Lạng Sơn city center","Central urban district (auto-added, pop >=100k)"
"08","neighborhoods/vn-lao-cai/city-centre","images/Neighborhood_POIs/vn-lao-cai/city-centre/","City Centre","Lào Cai","","Vietnam","VN","City Centre, Lào Cai, Vietnam","22.48556","103.97066","Lào Cai city center","Central urban district (auto-added, pop >=100k)"
"09","neighborhoods/vn-long-xuyen/central","images/Neighborhood_POIs/vn-long-xuyen/central/","Central","Long Xuyên","","Vietnam","VN","Central, Long Xuyên, Vietnam","10.3740955","105.4424784","Long Xuyên Riverside Park","riverfront city center"
"10","neighborhoods/vn-mong-cai/city-centre","images/Neighborhood_POIs/vn-mong-cai/city-centre/","City Centre","Móng Cái","","Vietnam","VN","City Centre, Móng Cái, Vietnam","21.52471","107.96619","Móng Cái city center","Central urban district (auto-added, pop >=100k)"
"11","neighborhoods/vn-my-hao/city-centre","images/Neighborhood_POIs/vn-my-hao/city-centre/","City Centre","Mỹ Hào","","Vietnam","VN","City Centre, Mỹ Hào, Vietnam","20.91667","106.08333","Mỹ Hào city center","Central urban district (auto-added, pop >=100k)"
"12","neighborhoods/vn-my-tho/city-centre","images/Neighborhood_POIs/vn-my-tho/city-centre/","City Centre","Mỹ Tho","","Vietnam","VN","City Centre, Mỹ Tho, Vietnam","10.3495655","106.3492935","Mỹ Tho Riverside Park","Central riverside district"
"13","neighborhoods/vn-nam-inh/city-center","images/Neighborhood_POIs/vn-nam-inh/city-center/","City Center","Nam Định","","Vietnam","VN","City Center, Nam Định, Vietnam","20.4247864","106.1779398","Nam Định Cathedral (Phủ Chủ tịch)","central commercial district"
"14","neighborhoods/vn-nga-bay/city-centre","images/Neighborhood_POIs/vn-nga-bay/city-centre/","City Centre","Ngã Bảy","","Vietnam","VN","City Centre, Ngã Bảy, Vietnam","9.81371","105.82096","Ngã Bảy city center","Central urban district (auto-added, pop >=100k)"
"15","neighborhoods/vn-nghi-son/city-centre","images/Neighborhood_POIs/vn-nghi-son/city-centre/","City Centre","Nghi Sơn","","Vietnam","VN","City Centre, Nghi Sơn, Vietnam","19.32746","105.82145","Nghi Sơn city center","Central urban district (auto-added, pop >=100k)"
"16","neighborhoods/vn-nha-trang/city-center","images/Neighborhood_POIs/vn-nha-trang/city-center/","city center","Nha Trang","","Vietnam","VN","city center, Nha Trang, Vietnam","12.2467309","109.1881257","Nha Trang Cathedral","central beachfront tourist area"
"17","neighborhoods/vn-nha-trang/tran-phu-beachfront","images/Neighborhood_POIs/vn-nha-trang/tran-phu-beachfront/","Tran Phu beachfront","Nha Trang","","Vietnam","VN","Tran Phu beachfront, Nha Trang, Vietnam","12.232931","109.1970385","Tran Phu Beach","coastal hotel and dining strip"
"18","neighborhoods/vn-ninh-hoa/city-centre","images/Neighborhood_POIs/vn-ninh-hoa/city-centre/","City Centre","Ninh Hòa","","Vietnam","VN","City Centre, Ninh Hòa, Vietnam","12.49187","109.12495","Ninh Hòa city center","Central urban district (auto-added, pop >=100k)"
"19","neighborhoods/vn-o-mon/city-centre","images/Neighborhood_POIs/vn-o-mon/city-centre/","City Centre","Ô Môn","","Vietnam","VN","City Centre, Ô Môn, Vietnam","10.10974","105.62318","Ô Môn city center","Central urban district (auto-added, pop >=100k)"
