"city","country","country_code","neighborhood","why_fit","confidence","lat","lng","anchor_spot","places_query","geocode_status","location_id","display_slug","internal_location_type","image_name_id","image_name_slug","matched_via","geo_distance_km","match_status"
"Catamarca","Argentina","AR","City Centre","Central urban district (auto-added, pop >=100k)","low","-28.46957","-65.78524","Catamarca city center","city center, Catamarca, Argentina","geonames_city_point","","","","","","","","unresolved"
"Tochigi","Japan","JP","City Centre","Central urban district (auto-added, pop >=100k)","low","36.38333","139.73333","Tochigi city center","city center, Tochigi, Japan","geonames_city_point","","","","","","","","unresolved"
"Bordj Bou Arreridj","Algeria","DZ","City Centre","Central urban district (auto-added, pop >=100k)","low","36.07389","4.76139","Bordj Bou Arreridj city center","city center, Bordj Bou Arreridj, Algeria","geonames_city_point","","","","","","","","unresolved"
"Dīla","Ethiopia","ET","City Centre","Central urban district (auto-added, pop >=100k)","low","6.41667","38.31667","Dīla city center","city center, Dīla, Ethiopia","geonames_city_point","","","","","","","","unresolved"
"Jaigaon","India","IN","City Centre","Central urban district (auto-added, pop >=100k)","low","26.84766","89.37558","Jaigaon city center","city center, Jaigaon, India","geonames_city_point","","","","","","","","unresolved"
"Batāla","India","IN","City Centre","Central urban district (auto-added, pop >=100k)","low","31.80921","75.20294","Batāla city center","city center, Batāla, India","geonames_city_point","","","","","","","","unresolved"
"Sāmarrā’","Iraq","IQ","City Centre","Central urban district (auto-added, pop >=100k)","low","34.1959","43.88568","Sāmarrā’ city center","city center, Sāmarrā’, Iraq","geonames_city_point","","","","","","","","unresolved"
"Palmdale","United States","US","City Centre","Central urban district (auto-added, pop >=100k)","low","34.57943","-118.11646","Palmdale city center","city center, Palmdale, United States","geonames_city_point","","","","","","","","unresolved"
"El Achir","Algeria","DZ","City Centre","Central urban district (auto-added, pop >=100k)","low","36.06386","4.62744","El Achir city center","city center, El Achir, Algeria","geonames_city_point","","","","","","","","unresolved"
"Hayward","United States","US","City Centre","Central urban district (auto-added, pop >=100k)","low","37.66882","-122.0808","Hayward city center","city center, Hayward, United States","geonames_city_point","","","","","","","","unresolved"
"Orai","India","IN","City Centre","Central urban district (auto-added, pop >=100k)","low","25.99023","79.45334","Orai city center","city center, Orai, India","geonames_city_point","","","","","","","","unresolved"
"Gweru","Zimbabwe","ZW","City Centre","Central urban district (auto-added, pop >=100k)","low","-19.45","29.81667","Gweru city center","city center, Gweru, Zimbabwe","geonames_city_point","","","","","","","","unresolved"
"Abaetetuba","Brazil","BR","City Centre","Central urban district (auto-added, pop >=100k)","low","-1.71806","-48.8825","Abaetetuba city center","city center, Abaetetuba, Brazil","geonames_city_point","","","","","","","","unresolved"
"Panguíla","Angola","AO","City Centre","Central urban district (auto-added, pop >=100k)","low","-8.69335","13.44914","Panguíla city center","city center, Panguíla, Angola","geonames_city_point","","","","","","","","unresolved"
"Itapetininga","Brazil","BR","City Centre","Central urban district (auto-added, pop >=100k)","low","-23.59167","-48.05306","Itapetininga city center","city center, Itapetininga, Brazil","geonames_city_point","","","","","","","","unresolved"
"Diourbel","Senegal","SN","City Centre","Central urban district (auto-added, pop >=100k)","low","14.64792","-16.24363","Diourbel city center","city center, Diourbel, Senegal","geonames_city_point","","","","","","","","unresolved"
"Ueda","Japan","JP","City Centre","Central urban district (auto-added, pop >=100k)","low","36.40265","138.28161","Ueda city center","city center, Ueda, Japan","geonames_city_point","","","","","","","","unresolved"
"Avtozavodskyi","Ukraine","UA","City Centre","Central urban district (auto-added, pop >=100k)","low","49.09753","33.43206","Avtozavodskyi city center","city center, Avtozavodskyi, Ukraine","geonames_city_point","","","","","","","","unresolved"
"Salinas","United States","US","City Centre","Central urban district (auto-added, pop >=100k)","low","36.67774","-121.6555","Salinas city center","city center, Salinas, United States","geonames_city_point","","","","","","","","unresolved"
"Cuautla","Mexico","MX","City Centre","Central urban district (auto-added, pop >=100k)","low","18.8106","-98.93525","Cuautla city center","city center, Cuautla, Mexico","geonames_city_point","","","","","","","","unresolved"
"Perbaungan","Indonesia","ID","City Centre","Central urban district (auto-added, pop >=100k)","low","3.5679","98.956","Perbaungan city center","city center, Perbaungan, Indonesia","geonames_city_point","","","","","","","","unresolved"
"Nong Chok","Thailand","TH","City Centre","Central urban district (auto-added, pop >=100k)","low","13.85585","100.86216","Nong Chok city center","city center, Nong Chok, Thailand","geonames_city_point","","","","","","","","unresolved"
"Ussuriysk","Russia","RU","City Centre","Central urban district (auto-added, pop >=100k)","low","43.80467","131.95734","Ussuriysk city center","city center, Ussuriysk, Russia","geonames_city_point","","","","","","","","unresolved"
"Arif Wala","Pakistan","PK","City Centre","Central urban district (auto-added, pop >=100k)","low","26.32478","66.29587","Arif Wala city center","city center, Arif Wala, Pakistan","geonames_city_point","","","","","","","","unresolved"
"Nanpiao","China","CN","City Centre","Central urban district (auto-added, pop >=100k)","low","41.09822","120.74792","Nanpiao city center","city center, Nanpiao, China","geonames_city_point","","","","","","","","unresolved"
"Río Cuarto","Argentina","AR","City Centre","Central urban district (auto-added, pop >=100k)","low","-33.13044","-64.35272","Río Cuarto city center","city center, Río Cuarto, Argentina","geonames_city_point","","","","","","","","unresolved"
"Tiraspol","Moldova","MD","City Centre","Central urban district (auto-added, pop >=100k)","low","46.84275","29.6284","Tiraspol city center","city center, Tiraspol, Moldova","geonames_city_point","","","","","","","","unresolved"
"Harar","Ethiopia","ET","City Centre","Central urban district (auto-added, pop >=100k)","low","9.31387","42.11815","Harar city center","city center, Harar, Ethiopia","geonames_city_point","","","","","","","","unresolved"
"Caxias","Brazil","BR","City Centre","Central urban district (auto-added, pop >=100k)","low","-4.85889","-43.35611","Caxias city center","city center, Caxias, Brazil","geonames_city_point","","","","","","","","unresolved"
"Westonaria","South Africa","ZA","City Centre","Central urban district (auto-added, pop >=100k)","low","-26.31905","27.6486","Westonaria city center","city center, Westonaria, South Africa","geonames_city_point","","","","","","","","unresolved"
"Lizhi","China","CN","City Centre","Central urban district (auto-added, pop >=100k)","low","29.70317","107.39521","Lizhi city center","city center, Lizhi, China","geonames_city_point","","","","","","","","unresolved"
"Saharsa","India","IN","City Centre","Central urban district (auto-added, pop >=100k)","low","25.87498","86.59611","Saharsa city center","city center, Saharsa, India","geonames_city_point","","","","","","","","unresolved"
"Escuintla","Guatemala","GT","City Centre","Central urban district (auto-added, pop >=100k)","low","14.30097","-90.78816","Escuintla city center","city center, Escuintla, Guatemala","geonames_city_point","","","","","","","","unresolved"
"Ereğli","Turkey","TR","City Centre","Central urban district (auto-added, pop >=100k)","low","37.51333","34.04672","Ereğli city center","city center, Ereğli, Turkey","geonames_city_point","","","","","","","","unresolved"
"Batu Pahat","Malaysia","MY","City Centre","Central urban district (auto-added, pop >=100k)","low","1.8548","102.9325","Batu Pahat city center","city center, Batu Pahat, Malaysia","geonames_city_point","","","","","","","","unresolved"
"Sitiawan","Malaysia","MY","City Centre","Central urban district (auto-added, pop >=100k)","low","4.2168","100.6996","Sitiawan city center","city center, Sitiawan, Malaysia","geonames_city_point","","","","","","","","unresolved"
"Mariveles","Philippines","PH","City Centre","Central urban district (auto-added, pop >=100k)","low","14.43385","120.48569","Mariveles city center","city center, Mariveles, Philippines","geonames_city_point","","","","","","","","unresolved"
"Lampang","Thailand","TH","City Centre","Central urban district (auto-added, pop >=100k)","low","18.29232","99.49277","Lampang city center","city center, Lampang, Thailand","geonames_city_point","","","","","","","","unresolved"
"Bạc Liêu","Vietnam","VN","City Centre","Central urban district (auto-added, pop >=100k)","low","9.29414","105.72776","Bạc Liêu city center","city center, Bạc Liêu, Vietnam","geonames_city_point","","","","","","","","unresolved"
"Nek’emtē","Ethiopia","ET","City Centre","Central urban district (auto-added, pop >=100k)","low","9.08333","36.55","Nek’emtē city center","city center, Nek’emtē, Ethiopia","geonames_city_point","","","","","","","","unresolved"
"Örebro","Sweden","SE","City Centre","Central urban district (auto-added, pop >=100k)","low","59.27412","15.2066","Örebro city center","city center, Örebro, Sweden","geonames_city_point","","","","","","","","unresolved"
"Al Miqdādīyah","Iraq","IQ","City Centre","Central urban district (auto-added, pop >=100k)","low","33.97861","44.93694","Al Miqdādīyah city center","city center, Al Miqdādīyah, Iraq","geonames_city_point","","","","","","","","unresolved"
"Malabo","Equatorial Guinea","GQ","City Centre","Central urban district (auto-added, pop >=100k)","low","3.75578","8.78166","Malabo city center","city center, Malabo, Equatorial Guinea","geonames_city_point","","","","","","","","unresolved"
"Vidisha","India","IN","City Centre","Central urban district (auto-added, pop >=100k)","low","23.52604","77.81092","Vidisha city center","city center, Vidisha, India","geonames_city_point","","","","","","","","unresolved"
"Tuy Hòa","Vietnam","VN","City Centre","Central urban district (auto-added, pop >=100k)","low","13.09546","109.32094","Tuy Hòa city center","city center, Tuy Hòa, Vietnam","geonames_city_point","","","","","","","","unresolved"
"Xinqiao","China","CN","City Centre","Central urban district (auto-added, pop >=100k)","low","31.065","121.3075","Xinqiao city center","city center, Xinqiao, China","geonames_city_point","","","","","","","","unresolved"
"Đức Phổ","Vietnam","VN","City Centre","Central urban district (auto-added, pop >=100k)","low","14.81355","108.95931","Đức Phổ city center","city center, Đức Phổ, Vietnam","geonames_city_point","","","","","","","","unresolved"
"Hanumāngarh","India","IN","City Centre","Central urban district (auto-added, pop >=100k)","low","29.58182","74.32938","Hanumāngarh city center","city center, Hanumāngarh, India","geonames_city_point","","","","","","","","unresolved"
"Telford","United Kingdom","GB","City Centre","Central urban district (auto-added, pop >=100k)","low","52.67659","-2.44926","Telford city center","city center, Telford, United Kingdom","geonames_city_point","","","","","","","","unresolved"
"Kisi","Nigeria","NG","City Centre","Central urban district (auto-added, pop >=100k)","low","9.08297","3.85196","Kisi city center","city center, Kisi, Nigeria","geonames_city_point","","","","","","","","unresolved"
"Ilhéus","Brazil","BR","City Centre","Central urban district (auto-added, pop >=100k)","low","-14.79909","-39.03228","Ilhéus city center","city center, Ilhéus, Brazil","geonames_city_point","","","","","","","","unresolved"
"Settat","Morocco","MA","City Centre","Central urban district (auto-added, pop >=100k)","low","33.00103","-7.61662","Settat city center","city center, Settat, Morocco","geonames_city_point","","","","","","","","unresolved"
"Jampur","Pakistan","PK","City Centre","Central urban district (auto-added, pop >=100k)","low","29.64235","70.59518","Jampur city center","city center, Jampur, Pakistan","geonames_city_point","","","","","","","","unresolved"
"Port Louis","Mauritius","MU","City Centre","Central urban district (auto-added, pop >=100k)","low","-20.16194","57.49889","Port Louis city center","city center, Port Louis, Mauritius","geonames_city_point","","","","","","","","unresolved"
"Thānesar","India","IN","City Centre","Central urban district (auto-added, pop >=100k)","low","29.97323","76.83214","Thānesar city center","city center, Thānesar, India","geonames_city_point","","","","","","","","unresolved"
"Hassan","India","IN","City Centre","Central urban district (auto-added, pop >=100k)","low","13.00715","76.0962","Hassan city center","city center, Hassan, India","geonames_city_point","","","","","","","","unresolved"
"Birendranagar","Nepal","NP","City Centre","Central urban district (auto-added, pop >=100k)","low","28.59669","81.61658","Birendranagar city center","city center, Birendranagar, Nepal","geonames_city_point","","","","","","","","unresolved"
"Kishangarh","India","IN","City Centre","Central urban district (auto-added, pop >=100k)","low","26.59006","74.85397","Kishangarh city center","city center, Kishangarh, India","geonames_city_point","","","","","","","","unresolved"
"Guangshui","China","CN","City Centre","Central urban district (auto-added, pop >=100k)","low","31.6199","113.9978","Guangshui city center","city center, Guangshui, China","geonames_city_point","","","","","","","","unresolved"
"Saint-Denis","Reunion","RE","City Centre","Central urban district (auto-added, pop >=100k)","low","-20.88231","55.4504","Saint-Denis city center","city center, Saint-Denis, Reunion","geonames_city_point","","","","","","","","unresolved"
"Brăila","Romania","RO","City Centre","Central urban district (auto-added, pop >=100k)","low","45.27152","27.97429","Brăila city center","city center, Brăila, Romania","geonames_city_point","","","","","","","","unresolved"
"Lyubertsy","Russia","RU","City Centre","Central urban district (auto-added, pop >=100k)","low","55.67719","37.89322","Lyubertsy city center","city center, Lyubertsy, Russia","geonames_city_point","","","","","","","","unresolved"
"Bumba","Democratic Republic of the Congo","CD","City Centre","Central urban district (auto-added, pop >=100k)","low","2.18771","22.46827","Bumba city center","city center, Bumba, Democratic Republic of the Congo","geonames_city_point","","","","","","","","unresolved"
"Rudrapur","India","IN","City Centre","Central urban district (auto-added, pop >=100k)","low","28.98","79.4","Rudrapur city center","city center, Rudrapur, India","geonames_city_point","","","","","","","","unresolved"
"Miskolc","Hungary","HU","City Centre","Central urban district (auto-added, pop >=100k)","low","48.10327","20.77806","Miskolc city center","city center, Miskolc, Hungary","geonames_city_point","","","","","","","","unresolved"
"Abū Kabīr","Egypt","EG","City Centre","Central urban district (auto-added, pop >=100k)","low","30.72508","31.67148","Abū Kabīr city center","city center, Abū Kabīr, Egypt","geonames_city_point","","","","","","","","unresolved"
"Fu’an","China","CN","City Centre","Central urban district (auto-added, pop >=100k)","low","27.09131","119.64446","Fu’an city center","city center, Fu’an, China","geonames_city_point","","","","","","","","unresolved"
"Kitengela","Kenya","KE","City Centre","Central urban district (auto-added, pop >=100k)","low","-1.47612","36.96144","Kitengela city center","city center, Kitengela, Kenya","geonames_city_point","","","","","","","","unresolved"
"Zhaodong","China","CN","City Centre","Central urban district (auto-added, pop >=100k)","low","46.05223","125.9552","Zhaodong city center","city center, Zhaodong, China","geonames_city_point","","","","","","","","unresolved"
"Wujiaqu","China","CN","City Centre","Central urban district (auto-added, pop >=100k)","low","44.16279","87.52174","Wujiaqu city center","city center, Wujiaqu, China","geonames_city_point","","","","","","","","unresolved"
"Xai-Xai","Mozambique","MZ","City Centre","Central urban district (auto-added, pop >=100k)","low","-25.05194","33.64417","Xai-Xai city center","city center, Xai-Xai, Mozambique","geonames_city_point","","","","","","","","unresolved"
"Springfield (MA)","United States","US","City Centre","Central urban district (auto-added, pop >=100k)","low","42.10148","-72.58981","Springfield (MA) city center","city center, Springfield (MA), United States","geonames_city_point","","","","","","","","unresolved"
"Nalgonda","India","IN","City Centre","Central urban district (auto-added, pop >=100k)","low","17.05439","79.26707","Nalgonda city center","city center, Nalgonda, India","geonames_city_point","","","","","","","","unresolved"
"Katabi","Uganda","UG","City Centre","Central urban district (auto-added, pop >=100k)","low","0.08411","32.46972","Katabi city center","city center, Katabi, Uganda","geonames_city_point","","","","","","","","unresolved"
"Kovrov","Russia","RU","City Centre","Central urban district (auto-added, pop >=100k)","low","56.35752","41.31893","Kovrov city center","city center, Kovrov, Russia","geonames_city_point","","","","","","","","unresolved"
"Viranşehir","Turkey","TR","City Centre","Central urban district (auto-added, pop >=100k)","low","37.22349","39.75519","Viranşehir city center","city center, Viranşehir, Turkey","geonames_city_point","","","","","","","","unresolved"
"San Cristóbal","Dominican Republic","DO","City Centre","Central urban district (auto-added, pop >=100k)","low","18.41713","-70.10682","San Cristóbal city center","city center, San Cristóbal, Dominican Republic","geonames_city_point","","","","","","","","unresolved"
"East Chattanooga","United States","US","City Centre","Central urban district (auto-added, pop >=100k)","low","35.06535","-85.24912","East Chattanooga city center","city center, East Chattanooga, United States","geonames_city_point","","","","","","","","unresolved"
"Pasadena (TX)","United States","US","City Centre","Central urban district (auto-added, pop >=100k)","low","29.69106","-95.2091","Pasadena (TX) city center","city center, Pasadena (TX), United States","geonames_city_point","","","","","","","","unresolved"
"Mīt Ghamr","Egypt","EG","City Centre","Central urban district (auto-added, pop >=100k)","low","30.71524","31.2592","Mīt Ghamr city center","city center, Mīt Ghamr, Egypt","geonames_city_point","","","","","","","","unresolved"
"Sanshui","China","CN","City Centre","Central urban district (auto-added, pop >=100k)","low","23.15486","112.89161","Sanshui city center","city center, Sanshui, China","geonames_city_point","","","","","","","","unresolved"
"Jackson","United States","US","City Centre","Central urban district (auto-added, pop >=100k)","low","32.29876","-90.18481","Jackson city center","city center, Jackson, United States","geonames_city_point","","","","","","","","unresolved"
"Mogi Guaçu","Brazil","BR","City Centre","Central urban district (auto-added, pop >=100k)","low","-22.3677","-46.94552","Mogi Guaçu city center","city center, Mogi Guaçu, Brazil","geonames_city_point","","","","","","","","unresolved"
"Enschede","The Netherlands","NL","City Centre","Central urban district (auto-added, pop >=100k)","low","52.21833","6.89583","Enschede city center","city center, Enschede, The Netherlands","geonames_city_point","","","","","","","","unresolved"
"Boshan","China","CN","City Centre","Central urban district (auto-added, pop >=100k)","low","36.48333","117.83333","Boshan city center","city center, Boshan, China","geonames_city_point","","","","","","","","unresolved"
"Hazāribāgh","India","IN","City Centre","Central urban district (auto-added, pop >=100k)","low","23.99241","85.36162","Hazāribāgh city center","city center, Hazāribāgh, India","geonames_city_point","","","","","","","","unresolved"
"Yangchun","China","CN","City Centre","Central urban district (auto-added, pop >=100k)","low","22.16667","111.78333","Yangchun city center","city center, Yangchun, China","geonames_city_point","","","","","","","","unresolved"
"Souk Ahras","Algeria","DZ","City Centre","Central urban district (auto-added, pop >=100k)","low","36.28639","7.95111","Souk Ahras city center","city center, Souk Ahras, Algeria","geonames_city_point","","","","","","","","unresolved"
"Musanze","Rwanda","RW","City Centre","Central urban district (auto-added, pop >=100k)","low","-1.49984","29.63497","Musanze city center","city center, Musanze, Rwanda","geonames_city_point","","","","","","","","unresolved"
"Medinīpur","India","IN","City Centre","Central urban district (auto-added, pop >=100k)","low","22.42114","87.32257","Medinīpur city center","city center, Medinīpur, India","geonames_city_point","","","","","","","","unresolved"
"Andong","South Korea","KR","City Centre","Central urban district (auto-added, pop >=100k)","low","36.56636","128.72275","Andong city center","city center, Andong, South Korea","geonames_city_point","","","","","","","","unresolved"
"Bālurghāt","India","IN","City Centre","Central urban district (auto-added, pop >=100k)","low","25.22099","88.77732","Bālurghāt city center","city center, Bālurghāt, India","geonames_city_point","","","","","","","","unresolved"
"Pomona","United States","US","City Centre","Central urban district (auto-added, pop >=100k)","low","34.05529","-117.75228","Pomona city center","city center, Pomona, United States","geonames_city_point","","","","","","","","unresolved"
"Valle de La Pascua","Venezuela","VE","City Centre","Central urban district (auto-added, pop >=100k)","low","9.21554","-66.00734","Valle de La Pascua city center","city center, Valle de La Pascua, Venezuela","geonames_city_point","","","","","","","","unresolved"
"Chincha Alta","Peru","PE","City Centre","Central urban district (auto-added, pop >=100k)","low","-13.40985","-76.13235","Chincha Alta city center","city center, Chincha Alta, Peru","geonames_city_point","","","","","","","","unresolved"
"Fyzābād","India","IN","City Centre","Central urban district (auto-added, pop >=100k)","low","26.77549","82.15018","Fyzābād city center","city center, Fyzābād, India","geonames_city_point","","","","","","","","unresolved"
"Thị Trấn Thuận Châu","Vietnam","VN","City Centre","Central urban district (auto-added, pop >=100k)","low","21.43849","103.69","Thị Trấn Thuận Châu city center","city center, Thị Trấn Thuận Châu, Vietnam","geonames_city_point","","","","","","","","unresolved"
"Dingzhou","China","CN","City Centre","Central urban district (auto-added, pop >=100k)","low","38.51473","114.9868","Dingzhou city center","city center, Dingzhou, China","geonames_city_point","","","","","","","","unresolved"
"As Samawah","Iraq","IQ","City Centre","Central urban district (auto-added, pop >=100k)","low","31.33198","45.2944","As Samawah city center","city center, As Samawah, Iraq","geonames_city_point","","","","","","","","unresolved"
"Porbandar","India","IN","City Centre","Central urban district (auto-added, pop >=100k)","low","21.64219","69.60929","Porbandar city center","city center, Porbandar, India","geonames_city_point","","","","","","","","unresolved"
"Sinp’o","North Korea","KP","City Centre","Central urban district (auto-added, pop >=100k)","low","40.03971","128.1943","Sinp’o city center","city center, Sinp’o, North Korea","geonames_city_point","","","","","","","","unresolved"
"Wazirabad","Pakistan","PK","City Centre","Central urban district (auto-added, pop >=100k)","low","32.44324","74.12","Wazirabad city center","city center, Wazirabad, Pakistan","geonames_city_point","","","","","","","","unresolved"
"Baqubah","Iraq","IQ","City Centre","Central urban district (auto-added, pop >=100k)","low","33.75403","44.60518","Baqubah city center","city center, Baqubah, Iraq","geonames_city_point","","","","","","","","unresolved"
"Simele","Iraq","IQ","City Centre","Central urban district (auto-added, pop >=100k)","low","36.85833","42.8501","Simele city center","city center, Simele, Iraq","geonames_city_point","","","","","","","","unresolved"
"Sumayl","Iraq","IQ","City Centre","Central urban district (auto-added, pop >=100k)","low","36.85823","42.8482","Sumayl city center","city center, Sumayl, Iraq","geonames_city_point","","","","","","","","unresolved"
"Songnim-ni","North Korea","KP","City Centre","Central urban district (auto-added, pop >=100k)","low","38.76349","125.64096","Songnim-ni city center","city center, Songnim-ni, North Korea","geonames_city_point","","","","","","","","unresolved"
"Bānda","India","IN","City Centre","Central urban district (auto-added, pop >=100k)","low","25.47758","80.33491","Bānda city center","city center, Bānda, India","geonames_city_point","","","","","","","","unresolved"
"Pouso Alegre","Brazil","BR","City Centre","Central urban district (auto-added, pop >=100k)","low","-22.23","-45.93639","Pouso Alegre city center","city center, Pouso Alegre, Brazil","geonames_city_point","","","","","","","","unresolved"
"Longfeng","China","CN","City Centre","Central urban district (auto-added, pop >=100k)","low","46.53168","125.1038","Longfeng city center","city center, Longfeng, China","geonames_city_point","","","","","","","","unresolved"
"Beining","China","CN","City Centre","Central urban district (auto-added, pop >=100k)","low","41.59556","121.79278","Beining city center","city center, Beining, China","geonames_city_point","","","","","","","","unresolved"
"Hindupur","India","IN","City Centre","Central urban district (auto-added, pop >=100k)","low","13.82807","77.49143","Hindupur city center","city center, Hindupur, India","geonames_city_point","","","","","","","","unresolved"
"Araucária","Brazil","BR","City Centre","Central urban district (auto-added, pop >=100k)","low","-25.59306","-49.41028","Araucária city center","city center, Araucária, Brazil","geonames_city_point","","","","","","","","unresolved"
"Bintulu","Malaysia","MY","City Centre","Central urban district (auto-added, pop >=100k)","low","3.16667","113.03333","Bintulu city center","city center, Bintulu, Malaysia","geonames_city_point","","","","","","","","unresolved"
"Kohat","Pakistan","PK","City Centre","Central urban district (auto-added, pop >=100k)","low","33.58196","71.44929","Kohat city center","city center, Kohat, Pakistan","geonames_city_point","","","","","","","","unresolved"
"Layyah","Pakistan","PK","City Centre","Central urban district (auto-added, pop >=100k)","low","30.96128","70.93904","Layyah city center","city center, Layyah, Pakistan","geonames_city_point","","","","","","","","unresolved"
"Koforidua","Ghana","GH","City Centre","Central urban district (auto-added, pop >=100k)","low","6.09408","-0.25913","Koforidua city center","city center, Koforidua, Ghana","geonames_city_point","","","","","","","","unresolved"
"Beāwar","India","IN","City Centre","Central urban district (auto-added, pop >=100k)","low","26.10119","74.32028","Beāwar city center","city center, Beāwar, India","geonames_city_point","","","","","","","","unresolved"
"Shujaabad","Pakistan","PK","City Centre","Central urban district (auto-added, pop >=100k)","low","29.88092","71.29344","Shujaabad city center","city center, Shujaabad, Pakistan","geonames_city_point","","","","","","","","unresolved"
"Garanhuns","Brazil","BR","City Centre","Central urban district (auto-added, pop >=100k)","low","-8.88202","-36.50216","Garanhuns city center","city center, Garanhuns, Brazil","geonames_city_point","","","","","","","","unresolved"
"Escondido","United States","US","City Centre","Central urban district (auto-added, pop >=100k)","low","33.11921","-117.08642","Escondido city center","city center, Escondido, United States","geonames_city_point","","","","","","","","unresolved"
"Erzincan","Turkey","TR","City Centre","Central urban district (auto-added, pop >=100k)","low","39.73919","39.49015","Erzincan city center","city center, Erzincan, Turkey","geonames_city_point","","","","","","","","unresolved"
"Kırşehir","Turkey","TR","City Centre","Central urban district (auto-added, pop >=100k)","low","39.14583","34.16389","Kırşehir city center","city center, Kırşehir, Turkey","geonames_city_point","","","","","","","","unresolved"
"Kokshetau","Kazakhstan","KZ","City Centre","Central urban district (auto-added, pop >=100k)","low","53.28414","69.39364","Kokshetau city center","city center, Kokshetau, Kazakhstan","geonames_city_point","","","","","","","","unresolved"
"Anantnag","India","IN","City Centre","Central urban district (auto-added, pop >=100k)","low","33.73068","75.15418","Anantnag city center","city center, Anantnag, India","geonames_city_point","","","","","","","","unresolved"
"Badajoz","Spain","ES","City Centre","Central urban district (auto-added, pop >=100k)","low","38.87789","-6.97061","Badajoz city center","city center, Badajoz, Spain","geonames_city_point","","","","","","","","unresolved"
"Chillán","Chile","CL","City Centre","Central urban district (auto-added, pop >=100k)","low","-36.60664","-72.10344","Chillán city center","city center, Chillán, Chile","geonames_city_point","","","","","","","","unresolved"
"Jaranwala","Pakistan","PK","City Centre","Central urban district (auto-added, pop >=100k)","low","31.3332","73.41868","Jaranwala city center","city center, Jaranwala, Pakistan","geonames_city_point","","","","","","","","unresolved"
"Kỳ Anh","Vietnam","VN","City Centre","Central urban district (auto-added, pop >=100k)","low","18.06243","106.29832","Kỳ Anh city center","city center, Kỳ Anh, Vietnam","geonames_city_point","","","","","","","","unresolved"
"Nong Khaem","Thailand","TH","City Centre","Central urban district (auto-added, pop >=100k)","low","13.70594","100.34918","Nong Khaem city center","city center, Nong Khaem, Thailand","geonames_city_point","","","","","","","","unresolved"
"Piedras Negras","Mexico","MX","City Centre","Central urban district (auto-added, pop >=100k)","low","28.70007","-100.52353","Piedras Negras city center","city center, Piedras Negras, Mexico","geonames_city_point","","","","","","","","unresolved"
"Kızıltepe","Turkey","TR","City Centre","Central urban district (auto-added, pop >=100k)","low","37.18836","40.57723","Kızıltepe city center","city center, Kızıltepe, Turkey","geonames_city_point","","","","","","","","unresolved"
"Balashikha","Russia","RU","City Centre","Central urban district (auto-added, pop >=100k)","low","55.79479","37.94794","Balashikha city center","city center, Balashikha, Russia","geonames_city_point","","","","","","","","unresolved"
"Raigarh","India","IN","City Centre","Central urban district (auto-added, pop >=100k)","low","21.89764","83.3966","Raigarh city center","city center, Raigarh, India","geonames_city_point","","","","","","","","unresolved"
"Vryheid","South Africa","ZA","City Centre","Central urban district (auto-added, pop >=100k)","low","-27.76952","30.79165","Vryheid city center","city center, Vryheid, South Africa","geonames_city_point","","","","","","","","unresolved"
"Tordher","Pakistan","PK","City Centre","Central urban district (auto-added, pop >=100k)","low","33.99047","72.2863","Tordher city center","city center, Tordher, Pakistan","geonames_city_point","","","","","","","","unresolved"
"Gimcheon","South Korea","KR","City Centre","Central urban district (auto-added, pop >=100k)","low","36.12176","128.11981","Gimcheon city center","city center, Gimcheon, South Korea","geonames_city_point","","","","","","","","unresolved"
"Dili","Timor Leste","TL","City Centre","Central urban district (auto-added, pop >=100k)","low","-8.55861","125.57361","Dili city center","city center, Dili, Timor Leste","geonames_city_point","","","","","","","","unresolved"
"Shāntipur","India","IN","City Centre","Central urban district (auto-added, pop >=100k)","low","23.24723","88.43302","Shāntipur city center","city center, Shāntipur, India","geonames_city_point","","","","","","","","unresolved"
"Chishtian","Pakistan","PK","City Centre","Central urban district (auto-added, pop >=100k)","low","29.79713","72.85772","Chishtian city center","city center, Chishtian, Pakistan","geonames_city_point","","","","","","","","unresolved"
"Harunabad","Pakistan","PK","City Centre","Central urban district (auto-added, pop >=100k)","low","29.61206","73.13802","Harunabad city center","city center, Harunabad, Pakistan","geonames_city_point","","","","","","","","unresolved"
"Shūnan","Japan","JP","City Centre","Central urban district (auto-added, pop >=100k)","low","34.08053","131.82564","Shūnan city center","city center, Shūnan, Japan","geonames_city_point","","","","","","","","unresolved"
"Agadez","Niger","NE","City Centre","Central urban district (auto-added, pop >=100k)","low","16.97333","7.99111","Agadez city center","city center, Agadez, Niger","geonames_city_point","","","","","","","","unresolved"
"Burnley","United Kingdom","GB","City Centre","Central urban district (auto-added, pop >=100k)","low","53.8","-2.23333","Burnley city center","city center, Burnley, United Kingdom","geonames_city_point","","","","","","","","unresolved"
"Watampone","Indonesia","ID","City Centre","Central urban district (auto-added, pop >=100k)","low","-4.5386","120.3279","Watampone city center","city center, Watampone, Indonesia","geonames_city_point","","","","","","","","unresolved"
"Sabha","Libya","LY","City Centre","Central urban district (auto-added, pop >=100k)","low","27.03766","14.42832","Sabha city center","city center, Sabha, Libya","geonames_city_point","","","","","","","","unresolved"
"Disūq","Egypt","EG","City Centre","Central urban district (auto-added, pop >=100k)","low","31.13259","30.64784","Disūq city center","city center, Disūq, Egypt","geonames_city_point","","","","","","","","unresolved"
