"parent_id","neighborhood","city","region","country","country_code","destination"
"neighborhoods/tw-hsinchu/city-god-temple-area","City God Temple area","Hsinchu","","Taiwan","TW","City God Temple area, Hsinchu, Taiwan"
"neighborhoods/tw-keelung/miaokou","Miaokou","Keelung","","Taiwan","TW","Miaokou, Keelung, Taiwan"
"neighborhoods/tw-nantou/city-centre","City Centre","Nantou","","Taiwan","TW","City Centre, Nantou, Taiwan"
"neighborhoods/tw-neihu/neihu-technology-park","Neihu Technology Park","Neihu","","Taiwan","TW","Neihu Technology Park, Neihu, Taiwan"
"neighborhoods/tw-taipei/da-an","Da'an","Taipei","","Taiwan","TW","Da'an, Taipei, Taiwan"
"neighborhoods/tw-yuanlin/city-centre","City Centre","Yuanlin","","Taiwan","TW","City Centre, Yuanlin, Taiwan"
"neighborhoods/tz-arusha/town-centre","Town Centre","Arusha","","Tanzania","TZ","Town Centre, Arusha, Tanzania"
"neighborhoods/tz-bariadi/city-centre","City Centre","Bariadi","","Tanzania","TZ","City Centre, Bariadi, Tanzania"
"neighborhoods/tz-bukoba/city-centre","City Centre","Bukoba","","Tanzania","TZ","City Centre, Bukoba, Tanzania"
"neighborhoods/tz-bunda/city-centre","City Centre","Bunda","","Tanzania","TZ","City Centre, Bunda, Tanzania"
"neighborhoods/tz-dar-es-salaam/city-centre","City Centre","Dar es Salaam","","Tanzania","TZ","City Centre, Dar es Salaam, Tanzania"
"neighborhoods/tz-dodoma/central-dodoma","Central Dodoma","Dodoma","","Tanzania","TZ","Central Dodoma, Dodoma, Tanzania"
"neighborhoods/tz-geita/city-centre","City Centre","Geita","","Tanzania","TZ","City Centre, Geita, Tanzania"
"neighborhoods/tz-handeni/city-centre","City Centre","Handeni","","Tanzania","TZ","City Centre, Handeni, Tanzania"
"neighborhoods/tz-ifakara/city-centre","City Centre","Ifakara","","Tanzania","TZ","City Centre, Ifakara, Tanzania"
"neighborhoods/tz-iringa/city-centre","City Centre","Iringa","","Tanzania","TZ","City Centre, Iringa, Tanzania"
"neighborhoods/tz-kahama/town-center","Town Center","Kahama","","Tanzania","TZ","Town Center, Kahama, Tanzania"
"neighborhoods/tz-kasulu/city-centre","City Centre","Kasulu","","Tanzania","TZ","City Centre, Kasulu, Tanzania"
"neighborhoods/tz-katumba/city-centre","City Centre","Katumba","","Tanzania","TZ","City Centre, Katumba, Tanzania"
"neighborhoods/tz-kibaha/town-center","Town Center","Kibaha","","Tanzania","TZ","Town Center, Kibaha, Tanzania"
"neighborhoods/tz-kigoma/city-centre","City Centre","Kigoma","","Tanzania","TZ","City Centre, Kigoma, Tanzania"
"neighborhoods/tz-makumbako/city-centre","City Centre","Makumbako","","Tanzania","TZ","City Centre, Makumbako, Tanzania"
"neighborhoods/tz-mbeya/city-centre","City Centre","Mbeya","","Tanzania","TZ","City Centre, Mbeya, Tanzania"
"neighborhoods/tz-morogoro/city-centre","City Centre","Morogoro","","Tanzania","TZ","City Centre, Morogoro, Tanzania"
"neighborhoods/tz-moshi/city-centre","City Centre","Moshi","","Tanzania","TZ","City Centre, Moshi, Tanzania"
"neighborhoods/tz-mpanda/city-centre","City Centre","Mpanda","","Tanzania","TZ","City Centre, Mpanda, Tanzania"
"neighborhoods/tz-mtwara/city-centre","City Centre","Mtwara","","Tanzania","TZ","City Centre, Mtwara, Tanzania"
"neighborhoods/tz-musoma/city-centre","City Centre","Musoma","","Tanzania","TZ","City Centre, Musoma, Tanzania"
"neighborhoods/tz-mwanza/city-centre","City Centre","Mwanza","","Tanzania","TZ","City Centre, Mwanza, Tanzania"
"neighborhoods/tz-nzega/city-centre","City Centre","Nzega","","Tanzania","TZ","City Centre, Nzega, Tanzania"
"neighborhoods/tz-sengerema/city-centre","City Centre","Sengerema","","Tanzania","TZ","City Centre, Sengerema, Tanzania"
"neighborhoods/tz-shinyanga/city-centre","City Centre","Shinyanga","","Tanzania","TZ","City Centre, Shinyanga, Tanzania"
"neighborhoods/tz-singida/city-centre","City Centre","Singida","","Tanzania","TZ","City Centre, Singida, Tanzania"
"neighborhoods/tz-songea/central","Central","Songea","","Tanzania","TZ","Central, Songea, Tanzania"
"neighborhoods/tz-sumbawanga/city-centre","City Centre","Sumbawanga","","Tanzania","TZ","City Centre, Sumbawanga, Tanzania"
"neighborhoods/tz-tabora/town-centre","Town Centre","Tabora","","Tanzania","TZ","Town Centre, Tabora, Tanzania"
"neighborhoods/tz-tanga/city-centre","City Centre","Tanga","","Tanzania","TZ","City Centre, Tanga, Tanzania"
"neighborhoods/tz-tarime/city-centre","City Centre","Tarime","","Tanzania","TZ","City Centre, Tarime, Tanzania"
"neighborhoods/tz-tunduma/city-centre","City Centre","Tunduma","","Tanzania","TZ","City Centre, Tunduma, Tanzania"
"neighborhoods/tz-zanzibar/shangani","Shangani","Zanzibar","","Tanzania","TZ","Shangani, Zanzibar, Tanzania"
"neighborhoods/ua-alchevsk/city-centre","City Centre","Alchevsk","","Ukraine","UA","City Centre, Alchevsk, Ukraine"
"neighborhoods/ua-avtozavodskyi/city-centre","City Centre","Avtozavodskyi","","Ukraine","UA","City Centre, Avtozavodskyi, Ukraine"
"neighborhoods/ua-berdyansk/city-centre","City Centre","Berdyansk","","Ukraine","UA","City Centre, Berdyansk, Ukraine"
"neighborhoods/ua-bila-tserkva/city-centre","City Centre","Bila Tserkva","","Ukraine","UA","City Centre, Bila Tserkva, Ukraine"
"neighborhoods/ua-cherkasy/city-centre","City Centre","Cherkasy","","Ukraine","UA","City Centre, Cherkasy, Ukraine"
"neighborhoods/ua-chernihiv/tsentr","Tsentr","Chernihiv","","Ukraine","UA","Tsentr, Chernihiv, Ukraine"
"neighborhoods/ua-chernivtsi/city-center","City Center","Chernivtsi","","Ukraine","UA","City Center, Chernivtsi, Ukraine"
"neighborhoods/ua-chernivtsi/olha-kobylianska-street","Olha Kobylianska Street","Chernivtsi","","Ukraine","UA","Olha Kobylianska Street, Chernivtsi, Ukraine"
"neighborhoods/ua-dnipro/tsentralnyi","Tsentralnyi","Dnipro","","Ukraine","UA","Tsentralnyi, Dnipro, Ukraine"
"neighborhoods/ua-donetsk/city-centre-voroshylovskyi","City Centre (Voroshylovskyi)","Donetsk","","Ukraine","UA","City Centre (Voroshylovskyi), Donetsk, Ukraine"
"neighborhoods/ua-fortechnyi/city-centre","City Centre","Fortechnyi","","Ukraine","UA","City Centre, Fortechnyi, Ukraine"
"neighborhoods/ua-horlivka/city-centre","City Centre","Horlivka","","Ukraine","UA","City Centre, Horlivka, Ukraine"
"neighborhoods/ua-ivano-frankivsk/city-centre","City Centre","Ivano-Frankivsk","","Ukraine","UA","City Centre, Ivano-Frankivsk, Ukraine"
"neighborhoods/ua-kalmiuskyi/city-centre","City Centre","Kalmiuskyi","","Ukraine","UA","City Centre, Kalmiuskyi, Ukraine"
"neighborhoods/ua-kamyanske/city-centre","City Centre","Kamyanske","","Ukraine","UA","City Centre, Kamyanske, Ukraine"
"neighborhoods/ua-kerch/city-centre","City Centre","Kerch","","Ukraine","UA","City Centre, Kerch, Ukraine"
"neighborhoods/ua-kharkiv/kharkiv-center","Kharkiv Center","Kharkiv","","Ukraine","UA","Kharkiv Center, Kharkiv, Ukraine"
"neighborhoods/ua-kharkiv/nagornyi-district","Nagornyi District","Kharkiv","","Ukraine","UA","Nagornyi District, Kharkiv, Ukraine"
"neighborhoods/ua-kherson/tsentralnyi","Tsentralnyi","Kherson","","Ukraine","UA","Tsentralnyi, Kherson, Ukraine"
"neighborhoods/ua-khmelnytskyi/city-centre","City Centre","Khmelnytskyi","","Ukraine","UA","City Centre, Khmelnytskyi, Ukraine"
"neighborhoods/ua-kindrativskyi/city-centre","City Centre","Kindrativskyi","","Ukraine","UA","City Centre, Kindrativskyi, Ukraine"
"neighborhoods/ua-kramatorsk/city-centre","City Centre","Kramatorsk","","Ukraine","UA","City Centre, Kramatorsk, Ukraine"
"neighborhoods/ua-kremenchuk/city-centre","City Centre","Kremenchuk","","Ukraine","UA","City Centre, Kremenchuk, Ukraine"
"neighborhoods/ua-kropyvnytskyi/city-centre","City Centre","Kropyvnytskyi","","Ukraine","UA","City Centre, Kropyvnytskyi, Ukraine"
"neighborhoods/ua-kryvyy-rih/city-center","city center","Kryvyy Rih","","Ukraine","UA","city center, Kryvyy Rih, Ukraine"
"neighborhoods/ua-kyiv/pechersk","Pechersk","Kyiv","","Ukraine","UA","Pechersk, Kyiv, Ukraine"
"neighborhoods/ua-kyiv/shevchenkivskyi","Shevchenkivskyi","Kyiv","","Ukraine","UA","Shevchenkivskyi, Kyiv, Ukraine"
"neighborhoods/ua-livoberezhnyi/city-centre","City Centre","Livoberezhnyi","","Ukraine","UA","City Centre, Livoberezhnyi, Ukraine"
"neighborhoods/ua-luhansk/city-centre","City Centre","Luhansk","","Ukraine","UA","City Centre, Luhansk, Ukraine"
"neighborhoods/ua-lutsk/city-centre","City Centre","Lutsk","","Ukraine","UA","City Centre, Lutsk, Ukraine"
"neighborhoods/ua-lviv/halytskyi","Halytskyi","Lviv","","Ukraine","UA","Halytskyi, Lviv, Ukraine"
"neighborhoods/ua-lviv/old-town","Old Town","Lviv","","Ukraine","UA","Old Town, Lviv, Ukraine"
"neighborhoods/ua-mariupol/city-centre","City Centre","Mariupol","","Ukraine","UA","City Centre, Mariupol, Ukraine"
"neighborhoods/ua-melitopol/city-centre","City Centre","Melitopol","","Ukraine","UA","City Centre, Melitopol, Ukraine"
"neighborhoods/ua-mykolayiv/tsentralnyi","Tsentralnyi","Mykolayiv","","Ukraine","UA","Tsentralnyi, Mykolayiv, Ukraine"
"neighborhoods/ua-nikopol/city-centre","City Centre","Nikopol","","Ukraine","UA","City Centre, Nikopol, Ukraine"
"neighborhoods/ua-odesa/deribasivska-street","Deribasivska Street","Odesa","","Ukraine","UA","Deribasivska Street, Odesa, Ukraine"
"neighborhoods/ua-pavlohrad/city-centre","City Centre","Pavlohrad","","Ukraine","UA","City Centre, Pavlohrad, Ukraine"
"neighborhoods/ua-poltava/tsentralnyi","Tsentralnyi","Poltava","","Ukraine","UA","Tsentralnyi, Poltava, Ukraine"
"neighborhoods/ua-pravyi-bereh/city-centre","City Centre","Pravyi Bereh","","Ukraine","UA","City Centre, Pravyi Bereh, Ukraine"
"neighborhoods/ua-rivne/city-centre","City Centre","Rivne","","Ukraine","UA","City Centre, Rivne, Ukraine"
"neighborhoods/ua-sevastopol/city-center-bolshaya-morskaya","City Center (Bolshaya Morskaya)","Sevastopol","","Ukraine","UA","City Center (Bolshaya Morskaya), Sevastopol, Ukraine"
"neighborhoods/ua-sevastopol/primorsky-boulevard","Primorsky Boulevard","Sevastopol","","Ukraine","UA","Primorsky Boulevard, Sevastopol, Ukraine"
"neighborhoods/ua-simferopol/city-centre","City Centre","Simferopol","","Ukraine","UA","City Centre, Simferopol, Ukraine"
"neighborhoods/ua-skhidni-kvartaly/city-centre","City Centre","Skhidni Kvartaly","","Ukraine","UA","City Centre, Skhidni Kvartaly, Ukraine"
"neighborhoods/ua-slovyansk/city-centre","City Centre","Slovyansk","","Ukraine","UA","City Centre, Slovyansk, Ukraine"
"neighborhoods/ua-sumy/city-center","City Center","Sumy","","Ukraine","UA","City Center, Sumy, Ukraine"
"neighborhoods/ua-ternopil/city-centre","City Centre","Ternopil","","Ukraine","UA","City Centre, Ternopil, Ukraine"
"neighborhoods/ua-tsentralno-miskyi/city-centre","City Centre","Tsentralno-Miskyi","","Ukraine","UA","City Centre, Tsentralno-Miskyi, Ukraine"
"neighborhoods/ua-tsentralnyi/city-centre","City Centre","Tsentralnyi","","Ukraine","UA","City Centre, Tsentralnyi, Ukraine"
"neighborhoods/ua-uzhhorod/city-centre","City Centre","Uzhhorod","","Ukraine","UA","City Centre, Uzhhorod, Ukraine"
"neighborhoods/ua-verhunskyi/city-centre","City Centre","Verhunskyi","","Ukraine","UA","City Centre, Verhunskyi, Ukraine"
"neighborhoods/ua-vilkhivskyi/city-centre","City Centre","Vilkhivskyi","","Ukraine","UA","City Centre, Vilkhivskyi, Ukraine"
"neighborhoods/ua-vinnytsya/central-district","Central District","Vinnytsya","","Ukraine","UA","Central District, Vinnytsya, Ukraine"
"neighborhoods/ua-vinnytsya/zamostya","Zamostya","Vinnytsya","","Ukraine","UA","Zamostya, Vinnytsya, Ukraine"
"neighborhoods/ua-yevpatoriya/city-centre","City Centre","Yevpatoriya","","Ukraine","UA","City Centre, Yevpatoriya, Ukraine"
"neighborhoods/ua-zaporizhzhya/oleksandrivskyi","Oleksandrivskyi","Zaporizhzhya","","Ukraine","UA","Oleksandrivskyi, Zaporizhzhya, Ukraine"
"neighborhoods/ua-zhytomyr/city-center","City Center","Zhytomyr","","Ukraine","UA","City Center, Zhytomyr, Ukraine"
"neighborhoods/ug-entebbe/city-centre","City Centre","Entebbe","","Uganda","UG","City Centre, Entebbe, Uganda"
"neighborhoods/ug-gulu/city-centre","City Centre","Gulu","","Uganda","UG","City Centre, Gulu, Uganda"
"neighborhoods/ug-hoima/city-centre","City Centre","Hoima","","Uganda","UG","City Centre, Hoima, Uganda"
"neighborhoods/ug-ibanda/city-centre","City Centre","Ibanda","","Uganda","UG","City Centre, Ibanda, Uganda"
"neighborhoods/ug-kampala/kololo","Kololo","Kampala","","Uganda","UG","Kololo, Kampala, Uganda"
"neighborhoods/ug-kampala/naguru","Naguru","Kampala","","Uganda","UG","Naguru, Kampala, Uganda"
"neighborhoods/ug-kampala/nakasero","Nakasero","Kampala","","Uganda","UG","Nakasero, Kampala, Uganda"
"neighborhoods/ug-kasese/city-centre","City Centre","Kasese","","Uganda","UG","City Centre, Kasese, Uganda"
"neighborhoods/ug-katabi/city-centre","City Centre","Katabi","","Uganda","UG","City Centre, Katabi, Uganda"
"neighborhoods/ug-kyengera/central","Central","Kyengera","","Uganda","UG","Central, Kyengera, Uganda"
"neighborhoods/ug-lira/city-centre","City Centre","Lira","","Uganda","UG","City Centre, Lira, Uganda"
"neighborhoods/ug-lugazi/city-centre","City Centre","Lugazi","","Uganda","UG","City Centre, Lugazi, Uganda"
"neighborhoods/ug-masaka/city-centre","City Centre","Masaka","","Uganda","UG","City Centre, Masaka, Uganda"
"neighborhoods/ug-masindi/city-centre","City Centre","Masindi","","Uganda","UG","City Centre, Masindi, Uganda"
"neighborhoods/ug-mbale/city-centre","City Centre","Mbale","","Uganda","UG","City Centre, Mbale, Uganda"
"neighborhoods/ug-mbarara/city-centre","City Centre","Mbarara","","Uganda","UG","City Centre, Mbarara, Uganda"
"neighborhoods/ug-mityana/city-centre","City Centre","Mityana","","Uganda","UG","City Centre, Mityana, Uganda"
"neighborhoods/ug-mubende/city-centre","City Centre","Mubende","","Uganda","UG","City Centre, Mubende, Uganda"
"neighborhoods/ug-njeru/city-centre","City Centre","Njeru","","Uganda","UG","City Centre, Njeru, Uganda"
"neighborhoods/us-abilene/city-centre","City Centre","Abilene","","United States","US","City Centre, Abilene, United States"
"neighborhoods/us-akron/city-centre","City Centre","Akron","","United States","US","City Centre, Akron, United States"
"neighborhoods/us-albany/center-square","Center Square","Albany","","United States","US","Center Square, Albany, United States"
"neighborhoods/us-albuquerque/edo-east-downtown","EDo (East Downtown)","Albuquerque","","United States","US","EDo (East Downtown), Albuquerque, United States"
"neighborhoods/us-allentown/city-centre","City Centre","Allentown","","United States","US","City Centre, Allentown, United States"
"neighborhoods/us-amarillo/city-centre","City Centre","Amarillo","","United States","US","City Centre, Amarillo, United States"
"neighborhoods/us-anaheim/downtown-anaheim","Downtown Anaheim","Anaheim","","United States","US","Downtown Anaheim, Anaheim, United States"
"neighborhoods/us-ann-arbor/downtown-ann-arbor","Downtown Ann Arbor","Ann Arbor","","United States","US","Downtown Ann Arbor, Ann Arbor, United States"
"neighborhoods/us-antioch/city-centre","City Centre","Antioch","","United States","US","City Centre, Antioch, United States"
"neighborhoods/us-arlington/downtown-arlington","Downtown Arlington","Arlington","","United States","US","Downtown Arlington, Arlington, United States"
"neighborhoods/us-arlington/entertainment-district","Entertainment District","Arlington","","United States","US","Entertainment District, Arlington, United States"
"neighborhoods/us-athens/downtown-athens","Downtown Athens","Athens","","United States","US","Downtown Athens, Athens, United States"
"neighborhoods/us-atlanta/west-midtown","West Midtown","Atlanta","","United States","US","West Midtown, Atlanta, United States"
"neighborhoods/us-aurora/stanley-marketplace-area","Stanley Marketplace area","Aurora","","United States","US","Stanley Marketplace area, Aurora, United States"
"neighborhoods/us-bakersfield/seven-oaks","Seven Oaks","Bakersfield","","United States","US","Seven Oaks, Bakersfield, United States"
"neighborhoods/us-beaumont/city-centre","City Centre","Beaumont","","United States","US","City Centre, Beaumont, United States"
"neighborhoods/us-billings/city-centre","City Centre","Billings","","United States","US","City Centre, Billings, United States"
"neighborhoods/us-birmingham/city-centre","City Centre","Birmingham","","United States","US","City Centre, Birmingham, United States"
"neighborhoods/us-boise/hyde-park","Hyde Park","Boise","","United States","US","Hyde Park, Boise, United States"
"neighborhoods/us-boulder/pearl-street","Pearl Street","Boulder","","United States","US","Pearl Street, Boulder, United States"
"neighborhoods/us-bridgeport/city-centre","City Centre","Bridgeport","","United States","US","City Centre, Bridgeport, United States"
"neighborhoods/us-brownsville/city-centre","City Centre","Brownsville","","United States","US","City Centre, Brownsville, United States"
"neighborhoods/us-buffalo/larkinville","Larkinville","Buffalo","","United States","US","Larkinville, Buffalo, United States"
"neighborhoods/us-cape-coral/city-centre","City Centre","Cape Coral","","United States","US","City Centre, Cape Coral, United States"
"neighborhoods/us-cedar-rapids/city-centre","City Centre","Cedar Rapids","","United States","US","City Centre, Cedar Rapids, United States"
"neighborhoods/us-charleston/king-street","King Street","Charleston","","United States","US","King Street, Charleston, United States"
"neighborhoods/us-charlotte/south-end","South End","Charlotte","","United States","US","South End, Charlotte, United States"
"neighborhoods/us-charlotte/uptown","Uptown","Charlotte","","United States","US","Uptown, Charlotte, United States"
"neighborhoods/us-chattanooga/northshore","NorthShore","Chattanooga","","United States","US","NorthShore, Chattanooga, United States"
"neighborhoods/us-chattanooga/southside-chattanooga","Southside Chattanooga","Chattanooga","","United States","US","Southside Chattanooga, Chattanooga, United States"
"neighborhoods/us-chesapeake/city-centre","City Centre","Chesapeake","","United States","US","City Centre, Chesapeake, United States"
"neighborhoods/us-chico/city-centre","City Centre","Chico","","United States","US","City Centre, Chico, United States"
"neighborhoods/us-chula-vista/downtown-third-avenue","Downtown Third Avenue","Chula Vista","","United States","US","Downtown Third Avenue, Chula Vista, United States"
"neighborhoods/us-cincinnati/the-banks","The Banks","Cincinnati","","United States","US","The Banks, Cincinnati, United States"
"neighborhoods/us-clarksville/city-centre","City Centre","Clarksville","","United States","US","City Centre, Clarksville, United States"
"neighborhoods/us-clearwater/downtown-clearwater","Downtown Clearwater","Clearwater","","United States","US","Downtown Clearwater, Clearwater, United States"
"neighborhoods/us-cleveland/hingetown","Hingetown","Cleveland","","United States","US","Hingetown, Cleveland, United States"
"neighborhoods/us-columbia/five-points","Five Points","Columbia","","United States","US","Five Points, Columbia, United States"
"neighborhoods/us-columbia-mo/city-centre","City Centre","Columbia (MO)","","United States","US","City Centre, Columbia (MO), United States"
"neighborhoods/us-concord/city-centre","City Centre","Concord","","United States","US","City Centre, Concord, United States"
"neighborhoods/us-corona/city-centre","City Centre","Corona","","United States","US","City Centre, Corona, United States"
"neighborhoods/us-corpus-christi/downtown","Downtown","Corpus Christi","","United States","US","Downtown, Corpus Christi, United States"
"neighborhoods/us-corpus-christi/uptown","Uptown","Corpus Christi","","United States","US","Uptown, Corpus Christi, United States"
"neighborhoods/us-cypress/city-centre","City Centre","Cypress","","United States","US","City Centre, Cypress, United States"
"neighborhoods/us-davenport/city-centre","City Centre","Davenport","","United States","US","City Centre, Davenport, United States"
"neighborhoods/us-davie/city-centre","City Centre","Davie","","United States","US","City Centre, Davie, United States"
"neighborhoods/us-dayton/city-centre","City Centre","Dayton","","United States","US","City Centre, Dayton, United States"
"neighborhoods/us-deer-valley/city-centre","City Centre","Deer Valley","","United States","US","City Centre, Deer Valley, United States"
"neighborhoods/us-denton/city-centre","City Centre","Denton","","United States","US","City Centre, Denton, United States"
"neighborhoods/us-denver/highlands","Highlands","Denver","","United States","US","Highlands, Denver, United States"
"neighborhoods/us-denver/rino","RiNo","Denver","","United States","US","RiNo, Denver, United States"
"neighborhoods/us-denver/wash-park","Wash Park","Denver","","United States","US","Wash Park, Denver, United States"
"neighborhoods/us-durham/brightleaf-district","Brightleaf District","Durham","","United States","US","Brightleaf District, Durham, United States"
"neighborhoods/us-east-chattanooga/city-centre","City Centre","East Chattanooga","","United States","US","City Centre, East Chattanooga, United States"
"neighborhoods/us-east-hampton/city-centre","City Centre","East Hampton","","United States","US","City Centre, East Hampton, United States"
"neighborhoods/us-east-independence/city-centre","City Centre","East Independence","","United States","US","City Centre, East Independence, United States"
"neighborhoods/us-edison/city-centre","City Centre","Edison","","United States","US","City Centre, Edison, United States"
"neighborhoods/us-el-monte/city-centre","City Centre","El Monte","","United States","US","City Centre, El Monte, United States"
"neighborhoods/us-el-paso/kern-place","Kern Place","El Paso","","United States","US","Kern Place, El Paso, United States"
"neighborhoods/us-el-paso/sunset-heights","Sunset Heights","El Paso","","United States","US","Sunset Heights, El Paso, United States"
"neighborhoods/us-elgin/city-centre","City Centre","Elgin","","United States","US","City Centre, Elgin, United States"
"neighborhoods/us-elk-grove/city-centre","City Centre","Elk Grove","","United States","US","City Centre, Elk Grove, United States"
"neighborhoods/us-escondido/city-centre","City Centre","Escondido","","United States","US","City Centre, Escondido, United States"
"neighborhoods/us-evansville/city-centre","City Centre","Evansville","","United States","US","City Centre, Evansville, United States"
"neighborhoods/us-everett/city-centre","City Centre","Everett","","United States","US","City Centre, Everett, United States"
"neighborhoods/us-fairfield/city-centre","City Centre","Fairfield","","United States","US","City Centre, Fairfield, United States"
"neighborhoods/us-fargo/downtown-fargo","Downtown Fargo","Fargo","","United States","US","Downtown Fargo, Fargo, United States"
"neighborhoods/us-fayetteville/city-centre","City Centre","Fayetteville","","United States","US","City Centre, Fayetteville, United States"
"neighborhoods/us-fort-lauderdale/las-olas","Las Olas","Fort Lauderdale","","United States","US","Las Olas, Fort Lauderdale, United States"
"neighborhoods/us-fort-wayne/downtown-fort-wayne","Downtown Fort Wayne","Fort Wayne","","United States","US","Downtown Fort Wayne, Fort Wayne, United States"
"neighborhoods/us-fort-worth/near-southside","Near Southside","Fort Worth","","United States","US","Near Southside, Fort Worth, United States"
"neighborhoods/us-fort-worth/stockyards","Stockyards","Fort Worth","","United States","US","Stockyards, Fort Worth, United States"
"neighborhoods/us-fort-worth/west-7th","West 7th","Fort Worth","","United States","US","West 7th, Fort Worth, United States"
"neighborhoods/us-fremont/city-centre","City Centre","Fremont","","United States","US","City Centre, Fremont, United States"
"neighborhoods/us-gainesville/downtown-gainesville","Downtown Gainesville","Gainesville","","United States","US","Downtown Gainesville, Gainesville, United States"
"neighborhoods/us-garland/city-centre","City Centre","Garland","","United States","US","City Centre, Garland, United States"
"neighborhoods/us-grand-rapids/heritage-hill","Heritage Hill","Grand Rapids","","United States","US","Heritage Hill, Grand Rapids, United States"
"neighborhoods/us-greeley/city-centre","City Centre","Greeley","","United States","US","City Centre, Greeley, United States"
"neighborhoods/us-green-bay/downtown-green-bay","Downtown Green Bay","Green Bay","","United States","US","Downtown Green Bay, Green Bay, United States"
"neighborhoods/us-greensboro/college-hill","College Hill","Greensboro","","United States","US","College Hill, Greensboro, United States"
"neighborhoods/us-greensboro/fisher-park","Fisher Park","Greensboro","","United States","US","Fisher Park, Greensboro, United States"
"neighborhoods/us-hampton/city-centre","City Centre","Hampton","","United States","US","City Centre, Hampton, United States"
"neighborhoods/us-hartford/city-centre","City Centre","Hartford","","United States","US","City Centre, Hartford, United States"
"neighborhoods/us-hayward/city-centre","City Centre","Hayward","","United States","US","City Centre, Hayward, United States"
"neighborhoods/us-henderson/water-street-district","Water Street District","Henderson","","United States","US","Water Street District, Henderson, United States"
"neighborhoods/us-hillsboro/city-centre","City Centre","Hillsboro","","United States","US","City Centre, Hillsboro, United States"
"neighborhoods/us-hollywood/hollywood-beach-broadwalk","Hollywood Beach Broadwalk","Hollywood","","United States","US","Hollywood Beach Broadwalk, Hollywood, United States"
"neighborhoods/us-honolulu/kakaako","Kakaako","Honolulu","","United States","US","Kakaako, Honolulu, United States"
"neighborhoods/us-houston/eado","EaDo","Houston","","United States","US","EaDo, Houston, United States"
"neighborhoods/us-houston/rice-village","Rice Village","Houston","","United States","US","Rice Village, Houston, United States"
"neighborhoods/us-huntsville/downtown-huntsville","Downtown Huntsville","Huntsville","","United States","US","Downtown Huntsville, Huntsville, United States"
"neighborhoods/us-indianapolis/bottleworks-district","Bottleworks District","Indianapolis","","United States","US","Bottleworks District, Indianapolis, United States"
"neighborhoods/us-indianapolis/mass-ave","Mass Ave","Indianapolis","","United States","US","Mass Ave, Indianapolis, United States"
"neighborhoods/us-ironville/central","Central","Ironville","","United States","US","Central, Ironville, United States"
"neighborhoods/us-irvine/irvine-spectrum","Irvine Spectrum","Irvine","","United States","US","Irvine Spectrum, Irvine, United States"
"neighborhoods/us-jackson/city-centre","City Centre","Jackson","","United States","US","City Centre, Jackson, United States"
"neighborhoods/us-jersey-city/grove-street","Grove Street","Jersey City","","United States","US","Grove Street, Jersey City, United States"
"neighborhoods/us-joliet/city-centre","City Centre","Joliet","","United States","US","City Centre, Joliet, United States"
"neighborhoods/us-kent/city-centre","City Centre","Kent","","United States","US","City Centre, Kent, United States"
"neighborhoods/us-killeen/city-centre","City Centre","Killeen","","United States","US","City Centre, Killeen, United States"
"neighborhoods/us-lakeland/city-centre","City Centre","Lakeland","","United States","US","City Centre, Lakeland, United States"
"neighborhoods/us-lancaster/city-centre","City Centre","Lancaster","","United States","US","City Centre, Lancaster, United States"
"neighborhoods/us-lansing/city-centre","City Centre","Lansing","","United States","US","City Centre, Lansing, United States"
"neighborhoods/us-laredo/downtown-laredo","Downtown Laredo","Laredo","","United States","US","Downtown Laredo, Laredo, United States"
"neighborhoods/us-laredo/san-agustin","San Agustin","Laredo","","United States","US","San Agustin, Laredo, United States"
"neighborhoods/us-las-cruces/city-centre","City Centre","Las Cruces","","United States","US","City Centre, Las Cruces, United States"
"neighborhoods/us-lexington/the-distillery-district","The Distillery District","Lexington","","United States","US","The Distillery District, Lexington, United States"
"neighborhoods/us-lexington-fayette/chevy-chase","Chevy Chase","Lexington-Fayette","","United States","US","Chevy Chase, Lexington-Fayette, United States"
"neighborhoods/us-lexington-fayette/downtown","Downtown","Lexington-Fayette","","United States","US","Downtown, Lexington-Fayette, United States"
"neighborhoods/us-lexington-fayette/the-distillery-district","The Distillery District","Lexington-Fayette","","United States","US","The Distillery District, Lexington-Fayette, United States"
"neighborhoods/us-lincoln/haymarket-district","Haymarket District","Lincoln","","United States","US","Haymarket District, Lincoln, United States"
"neighborhoods/us-lincoln/university-area","University area","Lincoln","","United States","US","University area, Lincoln, United States"
"neighborhoods/us-little-rock/soma","SoMa","Little Rock","","United States","US","SoMa, Little Rock, United States"
"neighborhoods/us-long-beach/east-village-arts-district","East Village Arts District","Long Beach","","United States","US","East Village Arts District, Long Beach, United States"
"neighborhoods/us-los-angeles/downtown-la-arts-district","Downtown LA Arts District","Los Angeles","","United States","US","Downtown LA Arts District, Los Angeles, United States"
"neighborhoods/us-lowell/city-centre","City Centre","Lowell","","United States","US","City Centre, Lowell, United States"
"neighborhoods/us-lubbock/city-centre","City Centre","Lubbock","","United States","US","City Centre, Lubbock, United States"
"neighborhoods/us-madison/capitol-east","Capitol East","Madison","","United States","US","Capitol East, Madison, United States"
"neighborhoods/us-madison/state-street","State Street","Madison","","United States","US","State Street, Madison, United States"
